score_thr,precision,recall
1.0,0.0,0.0
0.99,0.0,0.0
0.98,0.0,0.0
0.97,0.0,0.0
0.96,0.0,0.0
0.95,0.0,0.0
0.94,0.0,0.0
0.9299999999999999,0.0,0.0
0.92,0.0,0.0
0.91,0.0,0.0
0.9,0.0,0.0
0.89,0.0,0.0
0.88,0.0,0.0
0.87,0.0,0.0
0.86,0.0,0.0
0.85,0.0,0.0
0.84,0.0,0.0
0.83,0.0,0.0
0.8200000000000001,0.0,0.0
0.81,0.0,0.0
0.8,0.0,0.0
0.79,0.0,0.0
0.78,0.0,0.0
0.77,0.029850746268656716,1.000020000400008e-05
0.76,0.033783783783783786,2.50005000100002e-05
0.75,0.05964912280701754,8.500170003400068e-05
0.74,0.07899461400359066,0.00022000440008800175
0.73,0.10638297872340426,0.0005500110002200045
0.72,0.12925562608193883,0.001120022400448009
0.71,0.14407988587731813,0.002020040400808016
0.7,0.16130558183538315,0.0034100682013640275
0.69,0.17971387236778652,0.005590111802236045
0.6799999999999999,0.19592298980747452,0.00865017300346007
0.6699999999999999,0.21552921945239067,0.013185263705274106
0.6599999999999999,0.23140446051838456,0.019195383907678155
0.6499999999999999,0.24640666483566787,0.026915538310766214
0.64,0.26127184085975586,0.03671073421468429
0.63,0.27271706166460746,0.04856097121942439
0.62,0.2771690115440115,0.061466229324586494
0.61,0.2802504121057213,0.0756565131302626
0.6,0.27902862906354253,0.08991179823596472
0.59,0.2746466724172251,0.10348206964139282
0.5800000000000001,0.2693726937269373,0.11680233604672094
0.5700000000000001,0.26159328073301097,0.12847756955139103
0.56,0.25393233823583083,0.1391627832556651
0.55,0.24502560623484929,0.14808296165923318
0.54,0.23619268770204435,0.15562811256225126
0.53,0.22779449380958755,0.1616382327646553
0.52,0.22025869198451817,0.16645832916658332
0.51,0.2132699045434318,0.17013840276805536
0.5,0.20746000359518246,0.17311846236924738
0.49,0.20273518298108367,0.1754485089701794
0.48,0.19874759638294176,0.17726354527090543
0.47,0.195603252388644,0.17862357247144942
0.45999999999999996,0.19309425811096903,0.17968359367187345
0.44999999999999996,0.19101486577376697,0.18034360687213744
0.43999999999999995,0.1894527977885743,0.18093861877237544
0.42999999999999994,0.1882959841399998,0.18141362827256546
0.42000000000000004,0.18728157441675858,0.18166863337266745
0.41000000000000003,0.18656463806173004,0.18188363767275345
0.4,0.18602857026077005,0.18205864117282344
0.39,0.18560293443374598,0.18216364327286547
0.38,0.18519327919008752,0.18219864397287946
0.37,0.184904473462596,0.18224364487289746
0.36,0.18467071935157042,0.18227364547290945
0.35,0.18448513187992147,0.18227864557291146
0.33999999999999997,0.18434265546864334,0.18229364587291746
0.32999999999999996,0.1842336651675173,0.18229364587291746
0.31999999999999995,0.1841452635300654,0.18229364587291746
0.30999999999999994,0.1840773914711852,0.18229364587291746
0.29999999999999993,0.18402071482290946,0.18229364587291746
0.29000000000000004,0.1839891397051773,0.18229364587291746
0.28,0.18395664722384805,0.18229364587291746
0.27,0.18393530126985888,0.18229364587291746
0.26,0.18392138266423175,0.18229364587291746
0.25,0.1839111770254796,0.18229364587291746
0.24,0.18390839386602098,0.18229364587291746
0.22999999999999998,0.18390653847317925,0.18229364587291746
0.21999999999999997,0.18390561079079715,0.18229364587291746
0.20999999999999996,0.18390468311777405,0.18229364587291746
0.19999999999999996,0.18390468311777405,0.18229364587291746
0.18999999999999995,0.18390468311777405,0.18229364587291746
0.17999999999999994,0.18390468311777405,0.18229364587291746
0.16999999999999993,0.18390468311777405,0.18229364587291746
0.16000000000000003,0.18390468311777405,0.18229364587291746
0.15000000000000002,0.18390468311777405,0.18229364587291746
0.14,0.18390468311777405,0.18229364587291746
0.13,0.18390468311777405,0.18229364587291746
0.12,0.18390468311777405,0.18229364587291746
0.10999999999999999,0.18390468311777405,0.18229364587291746
0.09999999999999998,0.18390468311777405,0.18229364587291746
0.08999999999999997,0.18390468311777405,0.18229364587291746
0.07999999999999996,0.18390468311777405,0.18229364587291746
0.06999999999999995,0.18390468311777405,0.18229364587291746
0.05999999999999994,0.18390468311777405,0.18229364587291746
0.04999999999999993,0.18390468311777405,0.18229364587291746
0.040000000000000036,0.18390468311777405,0.18229364587291746
0.030000000000000027,0.18390468311777405,0.18229364587291746
0.020000000000000018,0.18390468311777405,0.18229364587291746
0.010000000000000009,0.18390468311777405,0.18229364587291746
0.0,0.18390468311777405,0.18229364587291746
